control,roc_auc,average_precision,brier_score,ece_10,calibration_intercept,calibration_slope,recall_at_10pct,exposure_capture_at_10pct
baseline,0.7746560442803202,0.5440574838185692,0.1365079313500503,0.007311998059187505,0.024334079391677928,1.0101951847208885,0.3063592525617842,0.3491072952747345
reversed_history,0.7409143210540443,0.46949397378277696,0.14974329018359467,0.03594801485784134,-0.05206153510434217,0.848519383556799,0.2548221820373719,0.2550865113735199
latest_month_unavailable,0.7426998779645744,0.4842043901783649,0.14583145321182386,0.02426325197155011,-0.0007810911497211167,0.8854764830844923,0.28285111512959615,0.3005440831184387
latest_payment_feed_missing,0.7739633258030597,0.5434141882949405,0.1366450020330726,0.008653745397488992,0.013398167981754335,1.0015293243915586,0.3063592525617842,0.348770409822464
delinquency_feed_missing,0.6138749869842983,0.2895146260742574,0.17764252146713722,0.0969676785081268,0.2903939871068777,0.7769949336035369,0.14511754068716093,0.06672509014606476
latest_utilisation_plus_20pct,0.7734627888698903,0.5433814991811331,0.136749638984777,0.0098127601942121,0.042060494621632166,1.0339694287469903,0.30560578661844484,0.3390308618545532
shared_random_permutation,0.7534041026317362,0.48820723867121424,0.1455590281094064,0.025205659678990116,-0.1027154458070378,0.8682822030155017,0.27501506931886677,0.29950276017189026
